time,accx,accy,accz,gx,gy,gz,g,ax,ay,az,a
09:39:53.773,-1.25,0.04,9.67,-1.24,0.00,9.69,9.77,-0.01,0.04,-0.02,0.04
09:39:54.025,-1.25,-0.04,9.71,-1.24,-0.01,9.69,9.77,-0.01,-0.03,0.02,0.04
09:39:54.277,-1.21,0.00,9.67,-1.23,-0.01,9.69,9.77,0.03,0.01,-0.02,0.03
09:39:54.533,-1.21,0.00,9.67,-1.23,-0.00,9.68,9.76,0.02,0.00,-0.01,0.02
09:39:54.792,-1.21,-0.04,9.67,-1.23,-0.01,9.68,9.76,0.02,-0.03,-0.01,0.03
09:39:55.044,-1.29,0.00,9.67,-1.24,-0.01,9.68,9.76,-0.05,0.01,-0.01,0.05
09:39:55.296,-1.21,-0.04,9.71,-1.23,-0.02,9.69,9.76,0.02,-0.02,0.02,0.04
09:39:55.551,-1.25,-0.04,9.67,-1.24,-0.02,9.68,9.76,-0.01,-0.02,-0.01,0.03
09:39:55.803,-1.17,-0.04,9.71,-1.22,-0.02,9.69,9.77,0.05,-0.02,0.02,0.06
09:39:56.055,-1.25,0.00,9.67,-1.23,-0.02,9.69,9.76,-0.02,0.02,-0.01,0.03
09:39:56.307,-1.21,0.00,9.71,-1.22,-0.02,9.69,9.77,0.01,0.02,0.02,0.03
09:39:56.562,-1.25,0.00,9.71,-1.23,-0.01,9.69,9.77,-0.02,0.01,0.02,0.03
09:39:56.815,-1.25,0.04,9.71,-1.23,-0.00,9.70,9.78,-0.02,0.04,0.01,0.05
09:39:57.067,-1.25,0.00,9.67,-1.24,-0.00,9.69,9.77,-0.01,0.00,-0.02,0.02
09:39:57.323,-1.21,0.00,9.71,-1.23,-0.00,9.70,9.77,0.02,0.00,0.01,0.03
09:39:57.575,-1.21,0.00,9.71,-1.23,-0.00,9.70,9.78,0.02,0.00,0.01,0.02
09:39:57.827,-1.21,0.00,9.67,-1.22,-0.00,9.69,9.77,0.01,0.00,-0.02,0.03
09:39:58.082,-1.21,0.00,9.75,-1.22,-0.00,9.71,9.78,0.01,0.00,0.04,0.05
09:39:58.334,-1.21,0.00,9.67,-1.22,-0.00,9.70,9.77,0.01,0.00,-0.03,0.03
09:39:58.586,-1.21,0.00,9.67,-1.22,-0.00,9.69,9.77,0.01,0.00,-0.02,0.02
09:39:58.841,-1.21,0.00,9.75,-1.21,-0.00,9.70,9.78,0.01,0.00,0.05,0.05
09:39:59.093,-1.25,0.00,9.63,-1.22,-0.00,9.69,9.77,-0.03,0.00,-0.06,0.06
09:39:59.345,-1.21,0.00,9.67,-1.22,-0.00,9.69,9.76,0.01,0.00,-0.01,0.02
09:39:59.598,-1.21,0.00,9.75,-1.22,-0.00,9.70,9.78,0.01,0.00,0.05,0.05
09:39:59.851,-1.21,0.00,9.71,-1.22,-0.00,9.70,9.78,0.01,0.00,0.01,0.01
09:40:00.103,-1.25,0.00,9.71,-1.22,-0.00,9.70,9.78,-0.03,0.00,0.01,0.03
09:40:00.356,-1.25,0.00,9.71,-1.23,-0.00,9.70,9.78,-0.02,0.00,0.01,0.02
09:40:00.608,-1.21,-0.04,9.67,-1.22,-0.01,9.70,9.78,0.01,-0.03,-0.03,0.04
09:40:00.861,-1.21,0.00,9.75,-1.22,-0.01,9.71,9.79,0.01,0.01,0.04,0.04
09:40:01.113,-1.25,0.00,9.67,-1.23,-0.01,9.70,9.78,-0.02,0.01,-0.03,0.04
09:40:01.366,-1.25,0.00,9.71,-1.23,-0.00,9.70,9.78,-0.02,0.00,0.01,0.02
09:40:01.618,-1.25,-0.04,9.67,-1.23,-0.01,9.70,9.78,-0.01,-0.03,-0.03,0.04
09:40:01.870,-1.25,0.00,9.75,-1.24,-0.01,9.71,9.79,-0.01,0.01,0.04,0.04
09:40:02.122,-1.25,0.00,9.67,-1.24,-0.01,9.70,9.78,-0.01,0.01,-0.03,0.03
09:40:02.374,-1.25,0.00,9.71,-1.24,-0.01,9.70,9.78,-0.01,0.01,0.01,0.01
09:40:02.627,-1.21,-0.04,9.67,-1.23,-0.01,9.70,9.77,0.03,-0.03,-0.02,0.04
09:40:02.882,-1.29,-0.04,9.67,-1.24,-0.02,9.69,9.77,-0.04,-0.02,-0.02,0.05
09:40:03.135,-1.29,0.04,9.67,-1.25,-0.01,9.69,9.77,-0.03,0.05,-0.02,0.06
09:40:03.387,-1.25,-0.04,9.67,-1.25,-0.01,9.68,9.77,0.00,-0.03,-0.01,0.03
09:40:03.643,-1.25,0.00,9.67,-1.25,-0.01,9.68,9.76,0.00,0.01,-0.01,0.01
09:40:03.895,-1.21,0.00,9.67,-1.24,-0.01,9.68,9.76,0.03,0.01,-0.01,0.04
09:40:04.147,-1.25,0.00,9.71,-1.24,-0.01,9.69,9.77,-0.00,0.01,0.02,0.03
09:40:04.402,-1.25,0.04,9.67,-1.24,0.00,9.68,9.76,-0.00,0.04,-0.01,0.04
09:40:04.655,-1.21,0.00,9.71,-1.24,0.00,9.69,9.77,0.03,-0.00,0.02,0.04
09:40:04.907,-1.29,0.00,9.79,-1.25,0.00,9.71,9.79,-0.04,-0.00,0.08,0.09
09:40:05.162,-1.21,0.00,9.71,-1.24,0.00,9.71,9.79,0.03,-0.00,0.00,0.03
09:40:05.415,-1.21,0.00,9.67,-1.23,0.00,9.70,9.78,0.02,-0.00,-0.03,0.04
09:40:05.667,-1.21,-0.04,9.67,-1.23,-0.01,9.70,9.77,0.02,-0.03,-0.02,0.04
09:40:05.924,-1.25,0.00,9.75,-1.23,-0.01,9.71,9.78,-0.02,0.01,0.04,0.05
09:40:06.176,-1.25,0.00,9.67,-1.24,-0.00,9.70,9.78,-0.01,0.00,-0.03,0.03
09:40:06.432,-1.25,-0.04,9.59,-1.24,-0.01,9.68,9.76,-0.01,-0.03,-0.08,0.09
09:40:06.684,-1.21,0.00,9.67,-1.23,-0.01,9.68,9.76,0.02,0.01,-0.01,0.03
09:40:06.936,-1.21,0.00,9.75,-1.23,-0.01,9.69,9.77,0.02,0.01,0.06,0.06
09:40:07.195,-1.25,0.04,9.67,-1.23,0.00,9.69,9.77,-0.02,0.04,-0.02,0.04
09:40:07.447,-1.21,0.00,9.71,-1.23,0.00,9.69,9.77,0.02,-0.00,0.02,0.03
09:40:07.702,-1.21,-0.04,9.67,-1.22,-0.01,9.69,9.77,0.01,-0.03,-0.02,0.04
09:40:07.955,-1.21,-0.04,9.71,-1.22,-0.01,9.69,9.77,0.01,-0.03,0.02,0.03
09:40:08.207,-1.25,0.00,9.63,-1.23,-0.01,9.68,9.76,-0.02,0.01,-0.05,0.05
09:40:08.463,-1.21,0.00,9.71,-1.22,-0.01,9.69,9.76,0.01,0.01,0.02,0.03
09:40:08.715,-1.21,0.00,9.67,-1.22,-0.01,9.68,9.76,0.01,0.01,-0.01,0.02
09:40:08.967,-1.21,0.00,9.71,-1.22,-0.01,9.69,9.77,0.01,0.01,0.02,0.02
09:40:09.222,-1.25,-0.04,9.71,-1.22,-0.01,9.69,9.77,-0.02,-0.03,0.02,0.04
09:40:09.475,-1.25,0.00,9.71,-1.23,-0.01,9.70,9.77,-0.02,0.01,0.01,0.03
09:40:09.727,-1.29,0.04,9.67,-1.24,0.00,9.69,9.77,-0.05,0.04,-0.02,0.06
09:40:09.983,-1.21,0.00,9.67,-1.23,0.00,9.69,9.77,0.03,-0.00,-0.02,0.03
09:40:10.235,-1.21,0.00,9.67,-1.23,0.00,9.68,9.76,0.02,-0.00,-0.01,0.02
09:40:10.487,-1.25,0.04,9.67,-1.23,0.01,9.68,9.76,-0.02,0.03,-0.01,0.04
09:40:10.743,-1.17,-0.04,9.71,-1.22,-0.00,9.69,9.76,0.05,-0.04,0.02,0.07
09:40:10.996,-1.25,0.00,9.71,-1.23,-0.00,9.69,9.77,-0.02,0.00,0.02,0.03
09:40:11.248,-1.25,0.00,9.67,-1.23,-0.00,9.69,9.77,-0.02,0.00,-0.02,0.02
09:40:11.503,-1.25,0.00,9.71,-1.23,-0.00,9.69,9.77,-0.01,0.00,0.02,0.02
09:40:11.755,-1.25,0.00,9.71,-1.24,-0.00,9.70,9.78,-0.01,0.00,0.01,0.02
09:40:12.007,-1.25,0.00,9.71,-1.24,-0.00,9.70,9.78,-0.01,0.00,0.01,0.01
09:40:12.263,-1.25,0.04,9.71,-1.24,0.01,9.70,9.78,-0.01,0.03,0.01,0.03
09:40:12.515,-1.25,0.00,9.67,-1.24,0.01,9.70,9.78,-0.01,-0.01,-0.02,0.03
09:40:12.767,-1.21,0.00,9.67,-1.24,0.00,9.69,9.77,0.03,-0.00,-0.02,0.03
09:40:13.023,-1.25,0.00,9.75,-1.24,0.00,9.70,9.78,-0.01,-0.00,0.05,0.05
09:40:13.275,-1.29,0.00,9.75,-1.25,0.00,9.71,9.79,-0.04,-0.00,0.04,0.05
09:40:13.527,-1.29,0.00,9.67,-1.26,0.00,9.70,9.79,-0.03,-0.00,-0.03,0.05
09:40:13.783,-1.25,0.00,9.67,-1.25,0.00,9.70,9.78,0.01,-0.00,-0.03,0.03
09:40:14.035,-1.29,0.00,9.71,-1.26,0.00,9.70,9.78,-0.03,-0.00,0.01,0.03
09:40:14.287,-1.29,0.00,9.67,-1.27,0.00,9.69,9.78,-0.02,-0.00,-0.02,0.03
09:40:14.543,-1.21,-0.04,9.63,-1.25,-0.01,9.68,9.76,0.05,-0.03,-0.05,0.07
09:40:14.795,-1.21,0.00,9.75,-1.25,-0.01,9.70,9.78,0.04,0.01,0.05,0.07
09:40:15.047,-1.21,0.00,9.67,-1.24,-0.00,9.69,9.77,0.03,0.00,-0.02,0.04
09:40:15.302,-1.21,-0.04,9.67,-1.23,-0.01,9.69,9.77,0.02,-0.03,-0.02,0.04
09:40:15.555,-1.21,0.00,9.71,-1.23,-0.01,9.69,9.77,0.02,0.01,0.02,0.03
09:40:15.807,-1.25,0.04,9.63,-1.23,0.00,9.68,9.76,-0.02,0.04,-0.05,0.06
09:40:16.063,-1.25,0.00,9.71,-1.23,0.00,9.69,9.76,-0.01,-0.00,0.02,0.03
09:40:16.315,-1.21,-0.04,9.71,-1.23,-0.01,9.69,9.77,0.02,-0.03,0.02,0.04
09:40:16.567,-1.25,0.00,9.67,-1.23,-0.01,9.69,9.77,-0.01,0.01,-0.02,0.02
09:40:16.821,-1.29,0.00,9.71,-1.24,-0.00,9.69,9.77,-0.04,0.00,0.02,0.05
09:40:17.075,-1.25,0.00,9.71,-1.24,-0.00,9.70,9.78,-0.00,0.00,0.02,0.02
09:40:17.327,-1.25,-0.04,9.71,-1.25,-0.01,9.70,9.78,-0.00,-0.03,0.01,0.03
09:40:17.583,-1.17,0.00,9.71,-1.23,-0.01,9.70,9.78,0.06,0.01,0.01,0.06
09:40:17.835,-1.29,0.00,9.71,-1.24,-0.01,9.70,9.78,-0.05,0.01,0.01,0.05
09:40:18.087,-1.21,0.00,9.63,-1.24,-0.01,9.69,9.77,0.03,0.01,-0.06,0.06
09:40:18.343,-1.21,-0.04,9.71,-1.23,-0.01,9.69,9.77,0.02,-0.03,0.02,0.04
09:40:18.595,-1.21,0.00,9.67,-1.23,-0.01,9.69,9.77,0.02,0.01,-0.02,0.03
09:40:18.847,-1.21,0.00,9.71,-1.22,-0.01,9.69,9.77,0.01,0.01,0.02,0.02
09:40:19.102,-1.25,-0.04,9.71,-1.23,-0.01,9.70,9.77,-0.02,-0.02,0.01,0.04
09:40:19.354,-1.25,0.00,9.63,-1.23,-0.01,9.68,9.76,-0.02,0.01,-0.05,0.05
09:40:19.606,-1.25,0.00,9.71,-1.23,-0.01,9.69,9.77,-0.01,0.01,0.02,0.03
09:40:19.861,-1.25,0.00,9.71,-1.24,-0.01,9.69,9.77,-0.01,0.01,0.02,0.02
09:40:20.114,-1.25,0.00,9.67,-1.24,-0.01,9.69,9.77,-0.01,0.01,-0.02,0.02
09:40:20.366,-1.25,0.00,9.67,-1.24,-0.00,9.69,9.77,-0.01,0.00,-0.01,0.02
09:40:20.618,-1.25,0.00,9.71,-1.24,-0.00,9.69,9.77,-0.01,0.00,0.02,0.02
09:40:20.871,-1.21,0.00,9.71,-1.24,-0.00,9.70,9.77,0.03,0.00,0.02,0.03
09:40:21.125,-1.25,0.00,9.71,-1.24,-0.00,9.70,9.78,-0.01,0.00,0.01,0.02
09:40:21.377,-1.25,0.00,9.67,-1.24,-0.00,9.69,9.77,-0.01,0.00,-0.02,0.02
09:40:21.631,-1.21,-0.04,9.67,-1.23,-0.01,9.69,9.77,0.03,-0.03,-0.02,0.04
09:40:21.883,-1.25,0.00,9.71,-1.24,-0.01,9.69,9.77,-0.01,0.01,0.02,0.02
09:40:22.140,-1.25,0.00,9.71,-1.24,-0.01,9.70,9.78,-0.01,0.01,0.01,0.02
09:40:22.393,-1.25,0.00,9.71,-1.24,-0.00,9.70,9.78,-0.01,0.00,0.01,0.01
09:40:22.645,-1.21,0.00,9.67,-1.23,-0.00,9.69,9.77,0.03,0.00,-0.02,0.03
09:40:22.897,-1.29,0.00,9.71,-1.24,-0.00,9.70,9.78,-0.04,0.00,0.01,0.04
09:40:23.153,-1.29,-0.04,9.67,-1.25,-0.01,9.69,9.77,-0.03,-0.03,-0.02,0.05
09:40:23.406,-1.21,0.00,9.75,-1.24,-0.01,9.70,9.78,0.04,0.01,0.05,0.06
09:40:23.658,-1.25,-0.04,9.71,-1.25,-0.01,9.71,9.78,-0.00,-0.02,0.01,0.03
09:40:23.911,-1.21,-0.04,9.67,-1.24,-0.02,9.70,9.78,0.03,-0.02,-0.03,0.04
09:40:24.164,-1.25,0.00,9.67,-1.24,-0.02,9.69,9.77,-0.01,0.02,-0.02,0.03
09:40:24.416,-1.21,-0.04,9.67,-1.23,-0.02,9.69,9.77,0.02,-0.02,-0.02,0.04
09:40:24.671,-1.17,0.00,9.67,-1.22,-0.02,9.69,9.76,0.05,0.02,-0.01,0.06
09:40:24.923,-1.21,0.00,9.71,-1.22,-0.01,9.69,9.77,0.01,0.01,0.02,0.03
09:40:25.175,-1.25,0.00,9.67,-1.22,-0.01,9.69,9.76,-0.02,0.01,-0.01,0.03
09:40:25.427,-1.25,0.00,9.67,-1.23,-0.01,9.68,9.76,-0.02,0.01,-0.01,0.02
09:40:25.681,-1.25,0.00,9.67,-1.23,-0.01,9.68,9.76,-0.02,0.01,-0.01,0.02
09:40:25.934,-1.25,0.00,9.63,-1.24,-0.01,9.67,9.75,-0.01,0.01,-0.04,0.04
09:40:26.187,-1.21,-0.04,9.67,-1.23,-0.01,9.67,9.75,0.02,-0.03,0.00,0.03
09:40:26.442,-1.25,0.00,9.71,-1.23,-0.01,9.68,9.76,-0.01,0.01,0.03,0.04
09:40:26.694,-1.29,0.00,9.71,-1.24,-0.01,9.69,9.77,-0.04,0.01,0.03,0.05
09:40:26.947,-1.29,0.00,9.67,-1.25,-0.01,9.68,9.76,-0.03,0.01,-0.01,0.04
09:40:27.204,-1.21,0.00,9.67,-1.24,-0.00,9.68,9.76,0.04,0.00,-0.01,0.04
09:40:27.456,-1.21,-0.04,9.71,-1.24,-0.01,9.69,9.77,0.03,-0.03,0.02,0.05
09:40:27.710,-1.21,0.04,9.71,-1.23,-0.00,9.69,9.77,0.02,0.04,0.02,0.05
09:40:27.963,-1.25,-0.04,9.75,-1.23,-0.01,9.70,9.78,-0.01,-0.03,0.05,0.06
09:40:28.216,-1.25,0.00,9.71,-1.24,-0.01,9.70,9.78,-0.01,0.01,0.01,0.01
09:40:28.471,-1.25,0.00,9.67,-1.24,-0.01,9.70,9.78,-0.01,0.01,-0.03,0.03
09:40:28.723,-1.25,-0.04,9.71,-1.24,-0.01,9.70,9.78,-0.01,-0.03,0.01,0.03
09:40:28.976,-1.25,0.00,9.71,-1.24,-0.01,9.70,9.78,-0.01,0.01,0.01,0.01
09:40:29.228,-1.25,0.00,9.71,-1.24,-0.01,9.70,9.78,-0.00,0.01,0.01,0.01
09:40:29.481,-1.25,-0.04,9.71,-1.24,-0.01,9.71,9.79,-0.00,-0.02,0.01,0.03
09:40:29.733,-1.21,0.00,9.71,-1.24,-0.01,9.71,9.79,0.03,0.01,0.00,0.03
09:40:29.993,-1.25,0.00,9.71,-1.24,-0.01,9.71,9.79,-0.01,0.01,0.00,0.01
09:40:30.245,-1.17,-0.08,9.67,-1.23,-0.02,9.70,9.78,0.06,-0.06,-0.03,0.08
09:40:30.497,-1.25,0.00,9.63,-1.23,-0.02,9.69,9.76,-0.02,0.02,-0.05,0.06
09:40:30.752,-1.25,0.00,9.67,-1.23,-0.01,9.68,9.76,-0.01,0.01,-0.01,0.02
09:40:31.008,-1.25,0.00,9.63,-1.24,-0.01,9.67,9.75,-0.01,0.01,-0.04,0.04
09:40:31.264,-1.25,0.00,9.63,-1.24,-0.01,9.67,9.74,-0.01,0.01,-0.03,0.04
09:40:31.517,-1.25,0.00,9.67,-1.24,-0.01,9.67,9.75,-0.01,0.01,0.01,0.01
09:40:31.772,-1.21,0.00,9.63,-1.23,-0.01,9.66,9.74,0.03,0.01,-0.03,0.04
09:40:32.024,-1.21,0.00,9.75,-1.23,-0.00,9.68,9.76,0.02,0.00,0.07,0.07
09:40:32.277,-1.21,0.00,9.67,-1.23,-0.00,9.68,9.75,0.02,0.00,-0.00,0.02
09:40:32.532,-1.25,0.00,9.71,-1.23,-0.00,9.68,9.76,-0.02,0.00,0.03,0.03
09:40:32.784,-1.25,0.00,9.75,-1.23,-0.00,9.70,9.78,-0.01,0.00,0.05,0.06
09:40:33.036,-1.25,0.04,9.75,-1.24,0.01,9.71,9.79,-0.01,0.03,0.04,0.06
09:40:33.292,-1.25,0.00,9.67,-1.24,0.00,9.70,9.78,-0.01,-0.00,-0.03,0.03
09:40:33.544,-1.21,0.00,9.67,-1.23,0.00,9.69,9.77,0.02,-0.00,-0.02,0.03
09:40:33.796,-1.25,0.00,9.63,-1.24,0.00,9.68,9.76,-0.01,-0.00,-0.05,0.05
09:40:34.050,-1.25,-0.04,9.67,-1.24,-0.01,9.68,
